"","ubicacion","lat","lon","precio_moneda","precio","ambientes","habitaciones","sup_des","sup_cub","fecha","expensas","href","tipo","fuente","sup_total"
"2061","DOBLAS 100. Entre Chaco",-34.6176888,-58.4314002,"ARS",33000,2,1,,,2021-09-09,2000,"https://www.properati.com.ar/detalle/3xa9h_alquiler_departamento_caballito_balcon_lavadero_luminoso_placard_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_lepore-propiedades","depto","properati",
"2062","BILLINGHURST 1200. Entre Gorriti y Soler",-34.5951377,-58.4137658,"ARS",35000,2,1,,,2021-09-08,5300,"https://www.properati.com.ar/detalle/3ykch_alquiler_departamento_palermo_balcon_lavadero_luminoso_placard_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_lepore-propiedades-barrio-norte","depto","properati",
"2063","Álvarez Thomas  3000",-34.5729329,-58.4817002,"ARS",42000,2,1,50,,2021-09-08,,"https://www.properati.com.ar/detalle/3ykxz_alquiler_departamento_pinamar_aire-acondicionado_cocina_living_comedor_agua-corriente_marmol-inmobiliaria","depto","properati",50
"2064","José Hernandez 2200",-34.564774,-58.451512,"USD",600,2,1,,,2021-09-08,,"https://www.properati.com.ar/detalle/3sa5a_alquiler_departamento_belgrano_balcon_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_quincho_sum_terraza_toilette_sauna_garage_amoblado_amenities_impecable_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_living_chochera_comedor_living-com","depto","properati",
"2065","AV. JUAN B JUSTO 700. Entre Charcas y Av santa fe",-34.5791235,-58.4275126,"ARS",40000,2,1,,,2021-09-08,1000,"https://www.properati.com.ar/detalle/3xzkl_alquiler_departamento_palermo_lavadero_patio_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_lepore-propiedades-palermo","depto","properati",
"2066","Demaria al 4500",-34.5750481,-58.4207433,"USD",8500,5,4,400,350,2021-09-08,,"https://www.properati.com.ar/detalle/3yuot_alquiler_departamento_palermo_suite_gimnasio_piscina_toilette_luminoso_lujoso_garage_tenis_amenities_aire-acondicionado_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_solarium_calefaccion_arana-parera-propiedades_h3y","depto","properati",400
"2067","Riobamba al 900",-34.5983578,-58.3945382,"ARS",38500,2,1,38,38,2021-09-08,8500,"https://www.properati.com.ar/detalle/3yv2q_alquiler_departamento_recoleta_luminoso_placard_subte-linea-d_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_m-m-propiedades_hm2d","depto","properati",38
"2068","RIVADAVIA AV. 4190 2º B",-34.6132888,-58.424721,"ARS",35000,2,,40,40,2021-09-08,4564,"https://www.properati.com.ar/detalle/3yv3n_alquiler_departamento_almagro_lavadero_placard_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_geraci-propiedades_gkz","depto","properati",40
"2069","Catamarca 586 4º B",-34.6172695,-58.4056125,"ARS",24000,1,,38,35,2021-09-08,8700,"https://www.properati.com.ar/detalle/3yv8l_alquiler_departamento_san-cristobal_balcon_luminoso_garage_placard_subte-linea-a_subte-linea-e_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_cochera_geraci-propiedades_gkz","depto","properati",38
"2070","Avenida Libertador al 7000",-34.547911,-58.4565325,"USD",6000,6,5,,,2021-09-08,107000,"https://www.properati.com.ar/detalle/3yvma_alquiler_departamento_nunez_balcon_baulera_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_sum_vestidor_luminoso_sauna_garage_amoblado_amenities_ciclovias-y-bicisendas-de-buenos-aires_cocina_cochera_comedor_solarium_vigilancia_coldwell-banker-u","depto","properati",
"2071","Mansilla al 3400",-34.591747,-58.413503,"ARS",35000,1,,45,40,2021-09-08,7000,"https://www.properati.com.ar/detalle/3yvpn_alquiler_departamento_palermo_luminoso_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_yacopino","depto","properati",45
"2072","GALLO al 500",-34.6027955,-58.4130331,"ARS",33000,1,,44,40,2021-09-08,7800,"https://www.properati.com.ar/detalle/3yvuz_alquiler_departamento_abasto_balcon_gimnasio_parrilla_luminoso_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_goldstein-propiedades","depto","properati",44
"2073","martha lynch al 500",-34.6104972,-58.3602957,"USD",9000,4,3,334,334,2021-09-08,,"https://www.properati.com.ar/detalle/3yvwe_alquiler_departamento_puerto-madero_suite_gimnasio_hidromasaje_lavadero_piscina_sum_toilette_vestidor_sauna_lujoso_dependencias_electrogeno_garage_tenis_amenities_placard_doble-circulacion_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_co","depto","properati",334
"2074","Ortiz de Ocampo al 2600",-34.5822564,-58.4042696,"USD",2500,3,2,119,119,2021-09-08,,"https://www.properati.com.ar/detalle/3yvwz_alquiler_departamento_palermo-chico_balcon_suite_gimnasio_lavadero_piscina_sum_toilette_vestidor_luminoso_sauna_lujoso_garage_tenis_amenities_impecable_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_livi","depto","properati",119
"2075","Libertador al 2700",-34.5784914,-58.4081679,"USD",4000,8,4,366,366,2021-09-08,,"https://www.properati.com.ar/detalle/3yvyq_alquiler_departamento_palermo-chico_balcon_baulera_suite_jardin_lavadero_toilette_vestidor_luminoso_vista_lujoso_dependencias_garage_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_ascensor_vigilancia_calefaccion_pinto-kram","depto","properati",366
"2076","Ruggieri al 2900",-34.5801367,-58.4075721,"USD",1700,4,3,105,105,2021-09-08,,"https://www.properati.com.ar/detalle/3yw0b_alquiler_departamento_palermo-chico_balcon_suite_gimnasio_lavadero_piscina_sum_vestidor_luminoso_sauna_garage_amenities_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_living-comedor_ascensor_solarium_vigilancia_calefaccion","depto","properati",105
"2077","SAN JUAN al 1800",-34.6227689959,-58.392453227,"ARS",28000,1,1,35,33,2021-09-08,6300,"https://www.properati.com.ar/detalle/3yw0e_alquiler_departamento_san-cristobal_parrilla_piscina_terraza_luminoso_placard_aire-acondicionado_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_cocina_encargado_vigilancia_calefaccion_inmobiliaria-arquitectura-arq-fermoselle_hl9o","depto","properati",35
"2078","Basavilbaso al 1300",-34.5923221,-58.3770574,"ARS",120000,3,2,98,98,2021-09-08,,"https://www.properati.com.ar/detalle/3yw1h_alquiler_departamento_retiro_balcon_baulera_gimnasio_lavadero_piscina_sum_terraza_luminoso_sauna_electrogeno_garage_amoblado_amenities_impecable_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_li","depto","properati",98
"2079","Juan B. Justo al 1000",-34.5819781,-58.430423,"USD",1300,3,2,95,95,2021-09-08,,"https://www.properati.com.ar/detalle/3yw1z_alquiler_departamento_palermo-hollywood_balcon_baulera_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_quincho_sum_vestidor_luminoso_vista_sauna_electrogeno_garage_tenis_amenities_impecable_estrenar_subte-linea-d_ciclovias-y-bicisendas-de-bueno","depto","properati",95
"2080","Medrano 800",-34.6083,-58.3712,"ars",26000,1,,30,30,2021-09-08,,"https://www.properati.com.ar/detalle/3yw5s_alquiler_departamento_almagro_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_estudio-jb-propiedades","depto","properati",30
"2081","Moreno 500",-34.6115219,-58.3735263,"ARS",80000,2,1,72,60,2021-09-08,,"https://www.properati.com.ar/detalle/3ywdk_alquiler_departamento_monserrat_balcon_gimnasio_parrilla_patio_piscina_sum_terraza_luminoso_lujoso_garage_placard_subte-linea-d_subte-linea-a_subte-linea-e_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cochera_ascensor_vigilancia_re-max-puert","depto","properati",72
"2082","Bogotá 1678",-34.6220244,-58.4541018,"ARS",38000,2,1,34,34,2021-09-08,,"https://www.properati.com.ar/detalle/3ywj3_alquiler_departamento_caballito_lavadero_parrilla_garage_placard_aire-acondicionado_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_vigilancia_century-21-d-adam-suc-devoto","depto","properati",34
"2083","Parera 36 7º C",-34.5914789,-58.3860063,"ARS",85000,3,2,100,100,2021-09-08,30000,"https://www.properati.com.ar/detalle/3yx4o_alquiler_departamento_recoleta_lavadero_toilette_luminoso_dependencias_garage_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_vigilancia_reynolds-propiedades_c8g","depto","properati",100
"2084","Ortega y Gasset al 1600",,,"ARS",45000,3,2,42,40,2021-09-08,8500,"https://www.properati.com.ar/detalle/3yx9o_alquiler_departamento_palermo_balcon_luminoso_placard_cocina_living_comedor_living-comedor_cristian-bau","depto","properati",42
"2085","Sucre Antonio J. de  Mcal. al 1800",-34.5607932,-58.4499153,"ARS",50000,2,1,50,38,2021-09-08,15500,"https://www.properati.com.ar/detalle/3yxbt_alquiler_departamento_belgrano_balcon_baulera_lavadero_lujoso_garage_amoblado_impecable_placard_aire-acondicionado_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_vigilancia_shenk-inmobiliaria_gkj","depto","properati",50
"2086","JUAN B. JUSTO 5600",-34.6173589,-58.4756664,"ARS",35000,3,2,42,42,2021-09-08,3500,"https://www.properati.com.ar/detalle/3yxgq_alquiler_departamento_flores_balcon_lavadero_luminoso_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_vigilancia_o-morselli-e-hijos","depto","properati",42
"2087","Rio de Janeiro al 900",,,"ARS",50000,3,2,57,56,2021-09-08,6000,"https://www.properati.com.ar/detalle/3yxi1_alquiler_departamento_villa-crespo_balcon_luminoso_cocina_mantra-propiedades_i92","depto","properati",57
"2088","Malvinas Argentinas 853 4º A",-34.6335235,-58.4480212,"ARS",47000,2,1,54,47,2021-09-08,6500,"https://www.properati.com.ar/detalle/3yxuw_alquiler_departamento_parque-chacabuco_balcon_luminoso_placard_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_geraci-propiedades_gkz","depto","properati",54
"2089","Av. Avellaneda al 2000",-34.622463,-58.4601492,"ARS",52000,3,2,53,53,2021-09-08,7000,"https://www.properati.com.ar/detalle/3yxyn_alquiler_departamento_flores_balcon_lavadero_toilette_luminoso_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_ascensor_vigilancia_mussi-calvente_b7t","depto","properati",53
"2090","av de mayo   al 700",-34.6087379,-58.3763239,"ARS",23000,1,1,28,28,2021-09-08,2800,"https://www.properati.com.ar/detalle/3yy1f_alquiler_departamento_monserrat_placard_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_vigilancia_luis-de-blas_hlsw","depto","properati",28
"2091","Junín al 900",-34.5986324,-58.3974753,"ARS",75000,4,3,80,75,2021-09-08,12000,"https://www.properati.com.ar/detalle/3yy45_alquiler_departamento_recoleta_luminoso_subte-linea-d_subte-linea-b_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_apto-mascotas_roma-broker-inmobiliario_hm28","depto","properati",80
"2092","Aribeños  1500. Entre Virrey loreto  y Virrey del pino",-34.5639805,-58.4454303,"USD",3000,7,6,,,2021-09-08,,"https://www.properati.com.ar/detalle/3yyd9_alquiler_departamento_belgrano_suite_gimnasio_lavadero_piscina_quincho_toilette_vestidor_luminoso_lujoso_dependencias_garage_doble-circulacion_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_cochera_encargado_vigilancia_m-realtor","depto","properati",
"2093","Bioy Casares  al 2000, 5",-34.5872512,-58.3897644,"USD",4000,5,3,265,247,2021-09-08,106000,"https://www.properati.com.ar/detalle/3yydz_alquiler_departamento_recoleta_balcon_suite_hidromasaje_lavadero_toilette_vestidor_luminoso_lujoso_dependencias_garage_amoblado_aire-acondicionado_doble-circulacion_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_come","depto","properati",265
"2094","AV. RIVADAVIA 7400 y Av. nazca",-34.6304656,-58.469988,"ARS",27000,2,1,,,2021-09-08,6500,"https://www.properati.com.ar/detalle/3yye6_alquiler_departamento_flores_luminoso_subte-linea-a_vigilancia_myc-inmobiliaria","depto","properati",
"2095","Ruggieri al 2900",,,"USD",1700,3,2,70,67,2021-09-08,,"https://www.properati.com.ar/detalle/3yyhj_alquiler_departamento_palermo_balcon_gimnasio_jardin_lavadero_patio_piscina_vestidor_sauna_electrogeno_garage_amoblado_aire-acondicionado_cocina_living_cochera_comedor_living-comedor_ascensor_solarium_vigilancia_calefaccion_salaya-romera_ioi","depto","properati",70
"2096","GAONA 4400",-34.6258522,-58.4852276,"ARS",27000,2,1,40,,2021-09-08,,"https://www.properati.com.ar/detalle/3v1b2_alquiler_departamento_floresta_lavadero_toilette_luminoso_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_comedor_vigilancia_agua-corriente_amabile-propiedades_hjzt","depto","properati",40
"2097","ENTRE RIOS, AVDA. 1700. Entre Brasil y Antequera",-34.6285298,-58.3908751,"ARS",20000,1,1,,,2021-09-08,7300,"https://www.properati.com.ar/detalle/3x66t_alquiler_departamento_constitucion_balcon_luminoso_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_aris-propiedades","depto","properati",
"2098","ESMERALDA 1300. Entre Juncal y Av libertador",,,"ARS",40000,3,2,,,2021-09-08,9000,"https://www.properati.com.ar/detalle/3xx10_alquiler_departamento_retiro_baulera_luminoso_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_vigilancia_lepore-propiedades-barrio-norte","depto","properati",
"2099","Santa Fe 1600. Entre Rodriguez peña y Montevideo",-34.5960625,-58.3914598,"ARS",80000,3,2,,,2021-09-08,17000,"https://www.properati.com.ar/detalle/3xqyv_alquiler_departamento_recoleta_balcon_lavadero_toilette_garage_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_araceli-centella-bienes-rai-ces","depto","properati",
"2100","Arenales y Riobamba",-34.5945664,-58.3948376,"ARS",65000,3,2,75,67,2021-09-08,12000,"https://www.properati.com.ar/detalle/3yurl_alquiler_departamento_recoleta_balcon_lavadero_luminoso_dependencias_placard_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_braica-bienes-raices_hmms","depto","properati",75
"2101","Montevideo al 500",-34.6021132,-58.3893552,"ARS",18000,1,,,,2021-09-08,4150,"https://www.properati.com.ar/detalle/3yuy5_alquiler_departamento_san-nicolas_luminoso_subte-linea-d_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_auge-propiedades-srl","depto","properati",
"2102","Gamarra al 1800",-34.5792284,-58.4808718,"ARS",45000,2,1,,,2021-09-08,,"https://www.properati.com.ar/detalle/3yv4k_alquiler_departamento_villa-urquiza_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_valjor_hmix","depto","properati",
"2103","Argerich al 1700",-34.6145363,-58.4808397,"ARS",45000,2,1,43,40,2021-09-08,7000,"https://www.properati.com.ar/detalle/3yvd3_alquiler_departamento_villa-santa-rita_balcon_garage_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_vigilancia_lincoln-negocios-inmobiliarios_hlpc","depto","properati",43
"2104","Pasaje Mason 4448",-34.5945738,-58.4278814,"ARS",43000,1,,42,31,2021-09-08,5000,"https://www.properati.com.ar/detalle/3yvgs_alquiler_departamento_palermo_balcon_gimnasio_lavadero_parrilla_terraza_amenities_placard_estrenar_ciclovias-y-bicisendas-de-buenos-aires_cocina_solarium_calefaccion_nf-propiedades_h77","depto","properati",42
"2105","Av Juan de Garay al al 200",-34.6240739,-58.3680128,"ARS",48000,2,1,45,40,2021-09-08,,"https://www.properati.com.ar/detalle/3yvqz_alquiler_departamento_san-telmo_balcon_lavadero_parrilla_piscina_luminoso_amoblado_placard_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_solarium_cp-propiedades_hm5v","depto","properati",45
"2106","Esmeralda al 1100",-34.5951476,-58.3785519,"USD",3000,8,4,330,330,2021-09-08,,"https://www.properati.com.ar/detalle/3yvv2_alquiler_departamento_retiro_balcon_baulera_suite_jardin_lavadero_patio_toilette_vestidor_luminoso_lujoso_dependencias_electrogeno_garage_placard_aire-acondicionado_doble-circulacion_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires","depto","properati",330
"2107","11 de Septiembre      al 1900",-34.5603184,-58.449816,"USD",4500,7,4,400,369,2021-09-08,,"https://www.properati.com.ar/detalle/3yvwb_alquiler_departamento_belgrano_balcon_baulera_suite_gimnasio_lavadero_sum_toilette_vestidor_luminoso_sauna_lujoso_dependencias_garage_tenis_amenities_placard_losa-radiante_doble-circulacion_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina","depto","properati",400
"2108","11 de Septiembre al 1900",,,"USD",5500,7,4,400,400,2021-09-08,,"https://www.properati.com.ar/detalle/3yvwn_alquiler_departamento_belgrano_balcon_baulera_suite_gimnasio_lavadero_toilette_vestidor_luminoso_sauna_lujoso_dependencias_garage_tenis_amoblado_amenities_placard_losa-radiante_cocina_hall_living_cochera_comedor_ascensor_vigilancia_calefaccion_pinto","depto","properati",400
"2109","Demaría al 4500",-34.5748645,-58.4213113,"USD",5500,5,3,390,350,2021-09-08,,"https://www.properati.com.ar/detalle/3yvxn_alquiler_departamento_palermo_balcon_baulera_suite_gimnasio_lavadero_piscina_terraza_toilette_vestidor_luminoso_sauna_lujoso_dependencias_electrogeno_garage_tenis_amenities_aire-acondicionado_doble-circulacion_subte-linea-d_ciclovias-y-bicisendas-de","depto","properati",390
"2110","Thames al 2300",,,"ARS",65000,1,1,40,40,2021-09-08,,"https://www.properati.com.ar/detalle/3yw05_alquiler_departamento_palermo-soho_balcon_gimnasio_hidromasaje_jardin_lavadero_parrilla_piscina_sum_luminoso_sauna_electrogeno_garage_amoblado_amenities_impecable_aire-acondicionado_cocina_hall_ascensor_solarium_vigilancia_calefaccion_pinto-kramer-g","depto","properati",40
"2111","Godoy Cruz al 3000",-34.5750357,-58.4220264,"USD",2500,4,3,150,150,2021-09-08,,"https://www.properati.com.ar/detalle/3yw28_alquiler_departamento_palermo_balcon_baulera_suite_gimnasio_jardin_lavadero_parrilla_piscina_quincho_sum_toilette_vestidor_vista_sauna_lujoso_dependencias_electrogeno_garage_tenis_amenities_losa-radiante_subte-linea-d_ciclovias-y-bicisendas-de-bueno","depto","properati",150
"2112","Martha Lynch al 400",-34.6100596,-58.3613538,"USD",3500,3,2,,,2021-09-08,,"https://www.properati.com.ar/detalle/3yw2q_alquiler_departamento_puerto-madero_baulera_suite_gimnasio_hidromasaje_jardin_lavadero_piscina_sum_toilette_vestidor_vista_sauna_lujoso_electrogeno_garage_tenis_amoblado_amenities_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_com","depto","properati",
"2113","José A. Cabrera 3300",-34.5968328,-58.4139258,"ARS",50000,1,,50,30,2021-09-08,,"https://www.properati.com.ar/detalle/3ywpb_alquiler_departamento_palermo_balcon_hidromasaje_lavadero_sum_terraza_luminoso_sauna_aire-acondicionado_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_ascensor_re-max-premium-ii","depto","properati",50
"2114","Suipacha entre Juncal y Arenales",-34.5928952,-58.3800792,"ARS",120000,4,3,148,,2021-09-08,23600,"https://www.properati.com.ar/detalle/3yx69_alquiler_departamento_recoleta_balcon_jardin_toilette_dependencias_garage_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_living_cochera_comedor_living-comedor_casares-propiedades_hmbl","depto","properati",148
"2115","Scalabrini Ortiz	1500",-34.5912795552,-58.425287155,"ARS",55000,1,1,38,34,2021-09-08,14000,"https://www.properati.com.ar/detalle/3yxab_alquiler_departamento_palermo_balcon_gimnasio_jardin_lavadero_parrilla_piscina_quincho_sum_luminoso_vista_lujoso_garage_amenities_impecable_placard_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedo","depto","properati",38
"2116","Arribeños al 1500",-34.5634112,-58.4456563,"USD",3500,5,4,300,,2021-09-08,80000,"https://www.properati.com.ar/detalle/3yxao_alquiler_departamento_belgrano_baulera_suite_hidromasaje_lavadero_piscina_quincho_toilette_vestidor_luminoso_vista_dependencias_electrogeno_garage_losa-radiante_doble-circulacion_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_coc","depto","properati",300
"2117","Junin y Arenales",,,"ARS",31000,1,,38,33,2021-09-08,11000,"https://www.properati.com.ar/detalle/3yxb2_alquiler_departamento_recoleta_balcon_cocina_living_comedor_living-comedor_vigilancia_melamud","depto","properati",38
"2118","Sarmiento 2700 y Pueyrredon",,,"ARS",45000,3,2,55,,2021-09-08,9500,"https://www.properati.com.ar/detalle/3yxco_alquiler_departamento_once_lavadero_luminoso_impecable_cocina_morano-propiedades_iya","depto","properati",55
"2119","Arribeños al 1500",-34.5639805,-58.4454303,"USD",4500,7,5,300,300,2021-09-08,,"https://www.properati.com.ar/detalle/3yxeh_alquiler_departamento_belgrano_balcon_baulera_suite_gimnasio_jardin_lavadero_parrilla_piscina_quincho_sum_toilette_vestidor_luminoso_lujoso_dependencias_electrogeno_garage_amenities_impecable_placard_losa-radiante_doble-circulacion_subte-linea-d_cic","depto","properati",300
"2120","Coronel Diaz al 2500",-34.5831317,-58.4061758,"ARS",27000,2,1,40,40,2021-09-08,24000,"https://www.properati.com.ar/detalle/3yxyw_alquiler_departamento_palermo_lavadero_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_llauro-propiedades_hmai","depto","properati",40
"2121","Tte. Gral. Juan D. Peron al 2700",-34.6076095,-58.4053843,"ARS",40000,3,2,75,75,2021-09-08,11000,"https://www.properati.com.ar/detalle/3yy2p_alquiler_departamento_once_lavadero_garage_subte-linea-b_subte-linea-a_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_living_comedor_calefaccion_inmobiliaria-buenos-aires","depto","properati",75
"2122","Garcia del Rio al 2500",-34.5485327,-58.468672,"ARS",40000,1,,35,30,2021-09-08,4800,"https://www.properati.com.ar/detalle/3yy2u_alquiler_departamento_nunez_balcon_piscina_sum_luminoso_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_vigilancia_rcm-propiedades_dugr","depto","properati",35
"2123","Arenales 2100",-34.5944715,-58.3976737,"ARS",45000,2,1,54,,2021-09-08,10652,"https://www.properati.com.ar/detalle/3yy38_alquiler_departamento_recoleta_balcon_lavadero_luminoso_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_calefaccion_auge-propiedades-srl","depto","properati",54
"2124","Chile 944, piso 1",-34.6164445,-58.3794808,"ARS",28000,1,,42,42,2021-09-08,5300,"https://www.properati.com.ar/detalle/3yy53_alquiler_departamento_san-telmo_luminoso_subte-linea-e_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cocina_dacal-bienes-raices_ahb","depto","properati",42
"2125","Avenida Alvear 1890, 4to Piso",-34.5878489,-58.3892286,"ARS",250000,4,3,200,,2021-09-08,25600,"https://www.properati.com.ar/detalle/3yyco_alquiler_departamento_recoleta_balcon_suite_lavadero_toilette_luminoso_placard_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_encargado_people-in-the-city","depto","properati",200
"2126","Sánchez De Loria al 100",-34.6120877,-58.4138042,"ARS",35000,2,1,40,39,2021-09-08,5000,"https://www.properati.com.ar/detalle/3yydt_alquiler_departamento_boedo_balcon_lavadero_luminoso_placard_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_goldstein-propiedades","depto","properati",40
